user,tweets,labels,follows,cleaned,cleaned_transform,bigram,trigram
user17,"b'RT @RealitySmash: Dhimmitude: the Islamic system of governing populations conquered by jihad wars, encompassing all of the demographic, eth\xe2\x80\xa6'",3,following2,dhimmitude islamic system governing population conquered jihad war encompassing demographic eth,dhimmitude the islamic system of governing populations conquered by jihad wars encompassing all of the demographic eth,"[('dhimmitude', 'islamic'), ('islamic', 'system'), ('system', 'governing'), ('governing', 'population'), ('population', 'conquered'), ('conquered', 'jihad'), ('jihad', 'war'), ('war', 'encompassing'), ('encompassing', 'demographic'), ('demographic', 'eth')]","[('dhimmitude', 'islamic', 'system'), ('islamic', 'system', 'governing'), ('system', 'governing', 'population'), ('governing', 'population', 'conquered'), ('population', 'conquered', 'jihad'), ('conquered', 'jihad', 'war'), ('jihad', 'war', 'encompassing'), ('war', 'encompassing', 'demographic'), ('encompassing', 'demographic', 'eth')]"
user17,"b""Gaza: This is no preparation for a children's birthday party. These Jihadi mothers blow balloons to send firebombs\xe2\x80\xa6 https://t.co/3CNnnkW1dv""",3,following2,gaza preparation childrens birthday party jihadi mother blow balloon send firebomb,gaza this is no preparation for a childrens birthday party these jihadi mothers blow balloons to send firebombs,"[('gaza', 'preparation'), ('preparation', 'childrens'), ('childrens', 'birthday'), ('birthday', 'party'), ('party', 'jihadi'), ('jihadi', 'mother'), ('mother', 'blow'), ('blow', 'balloon'), ('balloon', 'send'), ('send', 'firebomb')]","[('gaza', 'preparation', 'childrens'), ('preparation', 'childrens', 'birthday'), ('childrens', 'birthday', 'party'), ('birthday', 'party', 'jihadi'), ('party', 'jihadi', 'mother'), ('jihadi', 'mother', 'blow'), ('mother', 'blow', 'balloon'), ('blow', 'balloon', 'send'), ('balloon', 'send', 'firebomb')]"
user17,b'What hope can there be for Sweden when the fools in power allow Islamic State (ISIS) jihadis to return from the Mid\xe2\x80\xa6 https://t.co/IcuRlN6gI4',3,following2,hope sweden fool power allow islamic state isi jihadis return mid,what hope can there be for sweden when the fools in power allow islamic state isis jihadis to return from the mid,"[('hope', 'sweden'), ('sweden', 'fool'), ('fool', 'power'), ('power', 'allow'), ('allow', 'islamic'), ('islamic', 'state'), ('state', 'isi'), ('isi', 'jihadis'), ('jihadis', 'return'), ('return', 'mid')]","[('hope', 'sweden', 'fool'), ('sweden', 'fool', 'power'), ('fool', 'power', 'allow'), ('power', 'allow', 'islamic'), ('allow', 'islamic', 'state'), ('islamic', 'state', 'isi'), ('state', 'isi', 'jihadis'), ('isi', 'jihadis', 'return'), ('jihadis', 'return', 'mid')]"
user17,b'Pagan Arabian Rock Smoochers.',2,following2,pagan arabian rock smoochers,pagan arabian rock smoochers,"[('pagan', 'arabian'), ('arabian', 'rock'), ('rock', 'smoochers')]","[('pagan', 'arabian', 'rock'), ('arabian', 'rock', 'smoochers')]"
user17,"b'Australia: Man converts to Islam in prison, threatens to blow up shopping center, is granted bail https://t.co/8MyK2xiGrI'",3,following2,australia man convert islam prison threatens blow shopping center granted bail,australia man converts to islam in prison threatens to blow up shopping center is granted bail,"[('australia', 'man'), ('man', 'convert'), ('convert', 'islam'), ('islam', 'prison'), ('prison', 'threatens'), ('threatens', 'blow'), ('blow', 'shopping'), ('shopping', 'center'), ('center', 'granted'), ('granted', 'bail')]","[('australia', 'man', 'convert'), ('man', 'convert', 'islam'), ('convert', 'islam', 'prison'), ('islam', 'prison', 'threatens'), ('prison', 'threatens', 'blow'), ('threatens', 'blow', 'shopping'), ('blow', 'shopping', 'center'), ('shopping', 'center', 'granted'), ('center', 'granted', 'bail')]"
user17,b'In France migrant gangs have found a new way to rob bus passengers. https://t.co/ofq1R8QVLI',3,following2,france migrant gang found new way rob bus passenger,in france migrant gangs have found a new way to rob bus passengers,"[('france', 'migrant'), ('migrant', 'gang'), ('gang', 'found'), ('found', 'new'), ('new', 'way'), ('way', 'rob'), ('rob', 'bus'), ('bus', 'passenger')]","[('france', 'migrant', 'gang'), ('migrant', 'gang', 'found'), ('gang', 'found', 'new'), ('found', 'new', 'way'), ('new', 'way', 'rob'), ('way', 'rob', 'bus'), ('rob', 'bus', 'passenger')]"
user17,"b'Muslim on benefits for obesity sends $4,000 to Islamic State jihadi via Paypal https://t.co/whaFZYVUor'",3,following2,muslim benefit obesity sends 4000 islamic state jihadi via paypal,muslim on benefits for obesity sends 4000 to islamic state jihadi via paypal,"[('muslim', 'benefit'), ('benefit', 'obesity'), ('obesity', 'sends'), ('sends', '4000'), ('4000', 'islamic'), ('islamic', 'state'), ('state', 'jihadi'), ('jihadi', 'via'), ('via', 'paypal')]","[('muslim', 'benefit', 'obesity'), ('benefit', 'obesity', 'sends'), ('obesity', 'sends', '4000'), ('sends', '4000', 'islamic'), ('4000', 'islamic', 'state'), ('islamic', 'state', 'jihadi'), ('state', 'jihadi', 'via'), ('jihadi', 'via', 'paypal')]"
user17,b'Interested in who is financing Moslem Brotherhood organisations in the West? Please retweet to raise awareness.\xe2\x80\xa6 https://t.co/TWaqHzh2pb',3,following2,interested financing moslem brotherhood organisation west please retweet raise awareness,interested in who is financing moslem brotherhood organisations in the west please retweet to raise awareness,"[('interested', 'financing'), ('financing', 'moslem'), ('moslem', 'brotherhood'), ('brotherhood', 'organisation'), ('organisation', 'west'), ('west', 'please'), ('please', 'retweet'), ('retweet', 'raise'), ('raise', 'awareness')]","[('interested', 'financing', 'moslem'), ('financing', 'moslem', 'brotherhood'), ('moslem', 'brotherhood', 'organisation'), ('brotherhood', 'organisation', 'west'), ('organisation', 'west', 'please'), ('west', 'please', 'retweet'), ('please', 'retweet', 'raise'), ('retweet', 'raise', 'awareness')]"
user17,b'The Muslamic Call To Prayer song literally makes me think of somebody drowning.',0,following2,muslamic call prayer song literally make think somebody drowning,the muslamic call to prayer song literally makes me think of somebody drowning,"[('muslamic', 'call'), ('call', 'prayer'), ('prayer', 'song'), ('song', 'literally'), ('literally', 'make'), ('make', 'think'), ('think', 'somebody'), ('somebody', 'drowning')]","[('muslamic', 'call', 'prayer'), ('call', 'prayer', 'song'), ('prayer', 'song', 'literally'), ('song', 'literally', 'make'), ('literally', 'make', 'think'), ('make', 'think', 'somebody'), ('think', 'somebody', 'drowning')]"
user17,"b'Muhammad also declared killing non-Muslims, plundering their possessions, and taking their women and children as sl\xe2\x80\xa6 https://t.co/JBbCO0l81c'",3,following2,muhammad also declared killing nonmuslims plundering possession taking woman child sl,muhammad also declared killing nonmuslims plundering their possessions and taking their women and children as sl,"[('muhammad', 'also'), ('also', 'declared'), ('declared', 'killing'), ('killing', 'nonmuslims'), ('nonmuslims', 'plundering'), ('plundering', 'possession'), ('possession', 'taking'), ('taking', 'woman'), ('woman', 'child'), ('child', 'sl')]","[('muhammad', 'also', 'declared'), ('also', 'declared', 'killing'), ('declared', 'killing', 'nonmuslims'), ('killing', 'nonmuslims', 'plundering'), ('nonmuslims', 'plundering', 'possession'), ('plundering', 'possession', 'taking'), ('possession', 'taking', 'woman'), ('taking', 'woman', 'child'), ('woman', 'child', 'sl')]"
user17,"b""RT @RealitySmash: Every time you retweet this, a quranimal's head pops. https://t.co/rtLgbrKcdC""",3,following2,every time retweet quranimals head pop,every time you retweet this a quranimals head pops,"[('every', 'time'), ('time', 'retweet'), ('retweet', 'quranimals'), ('quranimals', 'head'), ('head', 'pop')]","[('every', 'time', 'retweet'), ('time', 'retweet', 'quranimals'), ('retweet', 'quranimals', 'head'), ('quranimals', 'head', 'pop')]"
user17,"b""RT @RealitySmash: This is what muslims believe so please don't retweet it. https://t.co/K7iPgtgJn9""",0,following2,muslim believe please dont retweet,this is what muslims believe so please dont retweet it,"[('muslim', 'believe'), ('believe', 'please'), ('please', 'dont'), ('dont', 'retweet')]","[('muslim', 'believe', 'please'), ('believe', 'please', 'dont'), ('please', 'dont', 'retweet')]"
user17,"b""RT @RealitySmash: Hillary Clinton. The horror movie villain that just won't die. https://t.co/N7wn02EFo9""",3,following2,hillary clinton horror movie villain wont die,hillary clinton the horror movie villain that just wont die,"[('hillary', 'clinton'), ('clinton', 'horror'), ('horror', 'movie'), ('movie', 'villain'), ('villain', 'wont'), ('wont', 'die')]","[('hillary', 'clinton', 'horror'), ('clinton', 'horror', 'movie'), ('horror', 'movie', 'villain'), ('movie', 'villain', 'wont'), ('villain', 'wont', 'die')]"
user17,"b'Only under Islam is targeting children, schools, hospitals and places of worship considered ""righteous.""'",3,following2,islam targeting child school hospital place worship considered righteous,only under islam is targeting children schools hospitals and places of worship considered righteous,"[('islam', 'targeting'), ('targeting', 'child'), ('child', 'school'), ('school', 'hospital'), ('hospital', 'place'), ('place', 'worship'), ('worship', 'considered'), ('considered', 'righteous')]","[('islam', 'targeting', 'child'), ('targeting', 'child', 'school'), ('child', 'school', 'hospital'), ('school', 'hospital', 'place'), ('hospital', 'place', 'worship'), ('place', 'worship', 'considered'), ('worship', 'considered', 'righteous')]"
user17,"b""I've just destroyed a whole load of lefty trolls with one hand whilst eating a delicious bacon sandwich with the other.\nBoy, I love Twitter.""",1,following2,ive destroyed whole load lefty troll one hand whilst eating delicious bacon sandwich love twitter,ive just destroyed a whole load of lefty trolls with one hand whilst eating a delicious bacon sandwich with the other i love twitter,"[('ive', 'destroyed'), ('destroyed', 'whole'), ('whole', 'load'), ('load', 'lefty'), ('lefty', 'troll'), ('troll', 'one'), ('one', 'hand'), ('hand', 'whilst'), ('whilst', 'eating'), ('eating', 'delicious'), ('delicious', 'bacon'), ('bacon', 'sandwich'), ('sandwich', 'love'), ('love', 'twitter')]","[('ive', 'destroyed', 'whole'), ('destroyed', 'whole', 'load'), ('whole', 'load', 'lefty'), ('load', 'lefty', 'troll'), ('lefty', 'troll', 'one'), ('troll', 'one', 'hand'), ('one', 'hand', 'whilst'), ('hand', 'whilst', 'eating'), ('whilst', 'eating', 'delicious'), ('eating', 'delicious', 'bacon'), ('delicious', 'bacon', 'sandwich'), ('bacon', 'sandwich', 'love'), ('sandwich', 'love', 'twitter')]"
user17,"b""DID YOU KNOW:\nEverybody who calls themselves a Muslim endorses the words in the Qur'an.\nhttps://t.co/PMVtGcZ7qG""",0,following2,know call muslim endorses word qurantcopmvtgcz7qg,did you know who calls themselves a muslim endorses the words in the qurantcopmvtgcz7qg,"[('know', 'call'), ('call', 'muslim'), ('muslim', 'endorses'), ('endorses', 'word'), ('word', 'qurantcopmvtgcz7qg')]","[('know', 'call', 'muslim'), ('call', 'muslim', 'endorses'), ('muslim', 'endorses', 'word'), ('endorses', 'word', 'qurantcopmvtgcz7qg')]"
user17,"b""Loads of qur'animals are now ganging up on me simply because I keep reminding them that they worship a pervert. \nVi\xe2\x80\xa6 https://t.co/fa5y7JWFL4""",0,following2,load quranimals ganging simply keep reminding worship pervert,loads of quranimals are now ganging up on me simply because i keep reminding them that they worship a pervert,"[('load', 'quranimals'), ('quranimals', 'ganging'), ('ganging', 'simply'), ('simply', 'keep'), ('keep', 'reminding'), ('reminding', 'worship'), ('worship', 'pervert')]","[('load', 'quranimals', 'ganging'), ('quranimals', 'ganging', 'simply'), ('ganging', 'simply', 'keep'), ('simply', 'keep', 'reminding'), ('keep', 'reminding', 'worship'), ('reminding', 'worship', 'pervert')]"
user17,"b'Terrorist group Hamas launches massive attack on Israel, hundreds of rockets fired, WATCH as rocket hits kindergart\xe2\x80\xa6 https://t.co/GmmBp3ctRd'",3,following2,terrorist group hamas launch massive attack israel hundred rocket fired watch rocket hit kindergart,terrorist group hamas launches massive attack on israel hundreds of rockets fired watch as rocket hits kindergart,"[('terrorist', 'group'), ('group', 'hamas'), ('hamas', 'launch'), ('launch', 'massive'), ('massive', 'attack'), ('attack', 'israel'), ('israel', 'hundred'), ('hundred', 'rocket'), ('rocket', 'fired'), ('fired', 'watch'), ('watch', 'rocket'), ('rocket', 'hit'), ('hit', 'kindergart')]","[('terrorist', 'group', 'hamas'), ('group', 'hamas', 'launch'), ('hamas', 'launch', 'massive'), ('launch', 'massive', 'attack'), ('massive', 'attack', 'israel'), ('attack', 'israel', 'hundred'), ('israel', 'hundred', 'rocket'), ('hundred', 'rocket', 'fired'), ('rocket', 'fired', 'watch'), ('fired', 'watch', 'rocket'), ('watch', 'rocket', 'hit'), ('rocket', 'hit', 'kindergart')]"
user17,b'RT @RealitySmash: This is hilarious and absolutely humiliates lefties. It would be so mean to retweet it and pop some Liberal heads. https:\xe2\x80\xa6',1,following2,hilarious absolutely humiliates lefty would mean retweet pop liberal head,this is hilarious and absolutely humiliates lefties it would be so mean to retweet it and pop some liberal heads,"[('hilarious', 'absolutely'), ('absolutely', 'humiliates'), ('humiliates', 'lefty'), ('lefty', 'would'), ('would', 'mean'), ('mean', 'retweet'), ('retweet', 'pop'), ('pop', 'liberal'), ('liberal', 'head')]","[('hilarious', 'absolutely', 'humiliates'), ('absolutely', 'humiliates', 'lefty'), ('humiliates', 'lefty', 'would'), ('lefty', 'would', 'mean'), ('would', 'mean', 'retweet'), ('mean', 'retweet', 'pop'), ('retweet', 'pop', 'liberal'), ('pop', 'liberal', 'head')]"
user17,"b""Knife-wielding Muslim on Paris metro STABBED multiple passengers, screaming, 'I'm Muslim, I'll kill all the Catholi\xe2\x80\xa6 https://t.co/RMW7Rn13cd""",3,following2,knifewielding muslim paris metro stabbed multiple passenger screaming im muslim ill kill catholi,knifewielding muslim on paris metro stabbed multiple passengers screaming im muslim ill kill all the catholi,"[('knifewielding', 'muslim'), ('muslim', 'paris'), ('paris', 'metro'), ('metro', 'stabbed'), ('stabbed', 'multiple'), ('multiple', 'passenger'), ('passenger', 'screaming'), ('screaming', 'im'), ('im', 'muslim'), ('muslim', 'ill'), ('ill', 'kill'), ('kill', 'catholi')]","[('knifewielding', 'muslim', 'paris'), ('muslim', 'paris', 'metro'), ('paris', 'metro', 'stabbed'), ('metro', 'stabbed', 'multiple'), ('stabbed', 'multiple', 'passenger'), ('multiple', 'passenger', 'screaming'), ('passenger', 'screaming', 'im'), ('screaming', 'im', 'muslim'), ('im', 'muslim', 'ill'), ('muslim', 'ill', 'kill'), ('ill', 'kill', 'catholi')]"
user17,b'60 truckloads of ISIS fighters sneak into Iraq https://t.co/TcOHh5cLRo',3,following2,60 truckloads isi fighter sneak iraq,60 truckloads of isis fighters sneak into iraq,"[('60', 'truckloads'), ('truckloads', 'isi'), ('isi', 'fighter'), ('fighter', 'sneak'), ('sneak', 'iraq')]","[('60', 'truckloads', 'isi'), ('truckloads', 'isi', 'fighter'), ('isi', 'fighter', 'sneak'), ('fighter', 'sneak', 'iraq')]"
user17,b'DID YOU KNOW:\nWhat Muhammad did established the shameful and criminal act of marrying little girls as a legitimate\xe2\x80\xa6 https://t.co/wgjZJrPX8v',3,following2,know muhammad established shameful criminal act marrying little girl legitimate,did you know muhammad did established the shameful and criminal act of marrying little girls as a legitimate,"[('know', 'muhammad'), ('muhammad', 'established'), ('established', 'shameful'), ('shameful', 'criminal'), ('criminal', 'act'), ('act', 'marrying'), ('marrying', 'little'), ('little', 'girl'), ('girl', 'legitimate')]","[('know', 'muhammad', 'established'), ('muhammad', 'established', 'shameful'), ('established', 'shameful', 'criminal'), ('shameful', 'criminal', 'act'), ('criminal', 'act', 'marrying'), ('act', 'marrying', 'little'), ('marrying', 'little', 'girl'), ('little', 'girl', 'legitimate')]"
user17,b'RT @RealitySmash: The religion of special needs. https://t.co/8i0jNuU28R',1,following2,religion special need,the religion of special needs,"[('religion', 'special'), ('special', 'need')]","[('religion', 'special', 'need')]"
user17,"b""RT @RealitySmash: You have to laugh at these fuckwits. If only they weren't so dangerous to your children's futures. https://t.co/4OyoiT5gWk""",1,following2,laugh fuckwits werent dangerous childrens future,you have to laugh at these fuckwits if only they werent so dangerous to your childrens futures,"[('laugh', 'fuckwits'), ('fuckwits', 'werent'), ('werent', 'dangerous'), ('dangerous', 'childrens'), ('childrens', 'future')]","[('laugh', 'fuckwits', 'werent'), ('fuckwits', 'werent', 'dangerous'), ('werent', 'dangerous', 'childrens'), ('dangerous', 'childrens', 'future')]"
user17,"b'Sharia France: Devout Muslim who brutally beat Jewish woman to death screaming Allahu Akbar and reciting Quran ""not\xe2\x80\xa6 https://t.co/hywW2DXi1O'",3,following2,sharia france devout muslim brutally beat jewish woman death screaming allahu akbar reciting quran,sharia france devout muslim who brutally beat jewish woman to death screaming allahu akbar and reciting quran not,"[('sharia', 'france'), ('france', 'devout'), ('devout', 'muslim'), ('muslim', 'brutally'), ('brutally', 'beat'), ('beat', 'jewish'), ('jewish', 'woman'), ('woman', 'death'), ('death', 'screaming'), ('screaming', 'allahu'), ('allahu', 'akbar'), ('akbar', 'reciting'), ('reciting', 'quran')]","[('sharia', 'france', 'devout'), ('france', 'devout', 'muslim'), ('devout', 'muslim', 'brutally'), ('muslim', 'brutally', 'beat'), ('brutally', 'beat', 'jewish'), ('beat', 'jewish', 'woman'), ('jewish', 'woman', 'death'), ('woman', 'death', 'screaming'), ('death', 'screaming', 'allahu'), ('screaming', 'allahu', 'akbar'), ('allahu', 'akbar', 'reciting'), ('akbar', 'reciting', 'quran')]"
user17,"b'RT @RealitySmash: Hijra is a form of soft jihad and is quite effective for spreading Islam. Al Qaeda recruiter Anwar al-Awlaki stated: ""Jih\xe2\x80\xa6'",3,following2,hijra form soft jihad quite effective spreading islam al qaeda recruiter anwar alawlaki stated jih,hijra is a form of soft jihad and is quite effective for spreading islam al qaeda recruiter anwar alawlaki stated jih,"[('hijra', 'form'), ('form', 'soft'), ('soft', 'jihad'), ('jihad', 'quite'), ('quite', 'effective'), ('effective', 'spreading'), ('spreading', 'islam'), ('islam', 'al'), ('al', 'qaeda'), ('qaeda', 'recruiter'), ('recruiter', 'anwar'), ('anwar', 'alawlaki'), ('alawlaki', 'stated'), ('stated', 'jih')]","[('hijra', 'form', 'soft'), ('form', 'soft', 'jihad'), ('soft', 'jihad', 'quite'), ('jihad', 'quite', 'effective'), ('quite', 'effective', 'spreading'), ('effective', 'spreading', 'islam'), ('spreading', 'islam', 'al'), ('islam', 'al', 'qaeda'), ('al', 'qaeda', 'recruiter'), ('qaeda', 'recruiter', 'anwar'), ('recruiter', 'anwar', 'alawlaki'), ('anwar', 'alawlaki', 'stated'), ('alawlaki', 'stated', 'jih')]"
user17,"b'RT @RealitySmash: Once we understand the problem is the Islamic doctrine, then we can make proper plans for solutions, like changing migrat\xe2\x80\xa6'",0,following2,understand problem islamic doctrine make proper plan solution like changing migrat,once we understand the problem is the islamic doctrine then we can make proper plans for solutions like changing migrat,"[('understand', 'problem'), ('problem', 'islamic'), ('islamic', 'doctrine'), ('doctrine', 'make'), ('make', 'proper'), ('proper', 'plan'), ('plan', 'solution'), ('solution', 'like'), ('like', 'changing'), ('changing', 'migrat')]","[('understand', 'problem', 'islamic'), ('problem', 'islamic', 'doctrine'), ('islamic', 'doctrine', 'make'), ('doctrine', 'make', 'proper'), ('make', 'proper', 'plan'), ('proper', 'plan', 'solution'), ('plan', 'solution', 'like'), ('solution', 'like', 'changing'), ('like', 'changing', 'migrat')]"
user17,"b""RT @RealitySmash: It's not racist to criticise the teachings of Islam.\nSorry to burst your bubble again. https://t.co/tq7oulcw5T""",0,following2,racist criticise teaching islam burst bubble,its not racist to criticise the teachings of islam to burst your bubble again,"[('racist', 'criticise'), ('criticise', 'teaching'), ('teaching', 'islam'), ('islam', 'burst'), ('burst', 'bubble')]","[('racist', 'criticise', 'teaching'), ('criticise', 'teaching', 'islam'), ('teaching', 'islam', 'burst'), ('islam', 'burst', 'bubble')]"
user17,"b""Canada: Student whose throat was slashed by Muslim who believed Qur'an wanted him to kill sues school https://t.co/MGyWCBQdiq""",3,following2,canada student whose throat slashed muslim believed quran wanted kill sue school,canada student whose throat was slashed by muslim who believed quran wanted him to kill sues school,"[('canada', 'student'), ('student', 'whose'), ('whose', 'throat'), ('throat', 'slashed'), ('slashed', 'muslim'), ('muslim', 'believed'), ('believed', 'quran'), ('quran', 'wanted'), ('wanted', 'kill'), ('kill', 'sue'), ('sue', 'school')]","[('canada', 'student', 'whose'), ('student', 'whose', 'throat'), ('whose', 'throat', 'slashed'), ('throat', 'slashed', 'muslim'), ('slashed', 'muslim', 'believed'), ('muslim', 'believed', 'quran'), ('believed', 'quran', 'wanted'), ('quran', 'wanted', 'kill'), ('wanted', 'kill', 'sue'), ('kill', 'sue', 'school')]"
user17,"b'Dhimmitude: the Islamic system of governing populations conquered by jihad wars, encompassing all of the demographi\xe2\x80\xa6 https://t.co/1Oypk4n1sF'",3,following2,dhimmitude islamic system governing population conquered jihad war encompassing demographi,dhimmitude the islamic system of governing populations conquered by jihad wars encompassing all of the demographi,"[('dhimmitude', 'islamic'), ('islamic', 'system'), ('system', 'governing'), ('governing', 'population'), ('population', 'conquered'), ('conquered', 'jihad'), ('jihad', 'war'), ('war', 'encompassing'), ('encompassing', 'demographi')]","[('dhimmitude', 'islamic', 'system'), ('islamic', 'system', 'governing'), ('system', 'governing', 'population'), ('governing', 'population', 'conquered'), ('population', 'conquered', 'jihad'), ('conquered', 'jihad', 'war'), ('jihad', 'war', 'encompassing'), ('war', 'encompassing', 'demographi')]"
user17,"b""RT @RealitySmash: London's Muslim mayor Sadiq Khan has said he hates this picture of him as a giant balloon flying over London so please do\xe2\x80\xa6""",4,following2,london muslim mayor sadiq khan said hate picture giant balloon flying london please,londons muslim mayor sadiq khan has said he hates this picture of him as a giant balloon flying over london so please do,"[('london', 'muslim'), ('muslim', 'mayor'), ('mayor', 'sadiq'), ('sadiq', 'khan'), ('khan', 'said'), ('said', 'hate'), ('hate', 'picture'), ('picture', 'giant'), ('giant', 'balloon'), ('balloon', 'flying'), ('flying', 'london'), ('london', 'please')]","[('london', 'muslim', 'mayor'), ('muslim', 'mayor', 'sadiq'), ('mayor', 'sadiq', 'khan'), ('sadiq', 'khan', 'said'), ('khan', 'said', 'hate'), ('said', 'hate', 'picture'), ('hate', 'picture', 'giant'), ('picture', 'giant', 'balloon'), ('giant', 'balloon', 'flying'), ('balloon', 'flying', 'london'), ('flying', 'london', 'please')]"
user17,b'This is what happens when you put a muslim in charge of a city. https://t.co/8uQWoIUd9y',2,following2,happens put muslim charge city,this is what happens when you put a muslim in charge of a city,"[('happens', 'put'), ('put', 'muslim'), ('muslim', 'charge'), ('charge', 'city')]","[('happens', 'put', 'muslim'), ('put', 'muslim', 'charge'), ('muslim', 'charge', 'city')]"
user17,b'Profit Muhammad PBUH and one of his sex slaves. https://t.co/E2SqSszooH',0,following2,profit muhammad pbuh one sex slave,profit muhammad pbuh and one of his sex slaves,"[('profit', 'muhammad'), ('muhammad', 'pbuh'), ('pbuh', 'one'), ('one', 'sex'), ('sex', 'slave')]","[('profit', 'muhammad', 'pbuh'), ('muhammad', 'pbuh', 'one'), ('pbuh', 'one', 'sex'), ('one', 'sex', 'slave')]"
user17,b'You might need to turn the volume down as this clip shows muslims gently muslimming. https://t.co/rgFKWyyDkF',0,following2,might need turn volume clip show muslim gently muslimming,you might need to turn the volume down as this clip shows muslims gently muslimming,"[('might', 'need'), ('need', 'turn'), ('turn', 'volume'), ('volume', 'clip'), ('clip', 'show'), ('show', 'muslim'), ('muslim', 'gently'), ('gently', 'muslimming')]","[('might', 'need', 'turn'), ('need', 'turn', 'volume'), ('turn', 'volume', 'clip'), ('volume', 'clip', 'show'), ('clip', 'show', 'muslim'), ('show', 'muslim', 'gently'), ('muslim', 'gently', 'muslimming')]"
user17,"b""Chicago-area town board member pressured to resign for noting that Muslim immigrants aren't integrating https://t.co/6QCaIXI3FU""",1,following2,chicagoarea town board member pressured resign noting muslim immigrant arent integrating,chicagoarea town board member pressured to resign for noting that muslim immigrants arent integrating,"[('chicagoarea', 'town'), ('town', 'board'), ('board', 'member'), ('member', 'pressured'), ('pressured', 'resign'), ('resign', 'noting'), ('noting', 'muslim'), ('muslim', 'immigrant'), ('immigrant', 'arent'), ('arent', 'integrating')]","[('chicagoarea', 'town', 'board'), ('town', 'board', 'member'), ('board', 'member', 'pressured'), ('member', 'pressured', 'resign'), ('pressured', 'resign', 'noting'), ('resign', 'noting', 'muslim'), ('noting', 'muslim', 'immigrant'), ('muslim', 'immigrant', 'arent'), ('immigrant', 'arent', 'integrating')]"
user17,"b""North Carolina: Muslim inmate signed up for Ramadan fast. Now he's suing because he got hungry. https://t.co/UdBMWjCDk2""",1,following2,north carolina muslim inmate signed ramadan fast he suing got hungry,north carolina muslim inmate signed up for ramadan fast now hes suing because he got hungry,"[('north', 'carolina'), ('carolina', 'muslim'), ('muslim', 'inmate'), ('inmate', 'signed'), ('signed', 'ramadan'), ('ramadan', 'fast'), ('fast', 'he'), ('he', 'suing'), ('suing', 'got'), ('got', 'hungry')]","[('north', 'carolina', 'muslim'), ('carolina', 'muslim', 'inmate'), ('muslim', 'inmate', 'signed'), ('inmate', 'signed', 'ramadan'), ('signed', 'ramadan', 'fast'), ('ramadan', 'fast', 'he'), ('fast', 'he', 'suing'), ('he', 'suing', 'got'), ('suing', 'got', 'hungry')]"
user17,"b'The status of the Jews in France reflects the growing islamisation of the country. In Muslim countries, non-Muslims\xe2\x80\xa6 https://t.co/wbi12LATkk'",2,following2,status jew france reflects growing islamisation country muslim country nonmuslims,the status of the jews in france reflects the growing islamisation of the country in muslim countries nonmuslims,"[('status', 'jew'), ('jew', 'france'), ('france', 'reflects'), ('reflects', 'growing'), ('growing', 'islamisation'), ('islamisation', 'country'), ('country', 'muslim'), ('muslim', 'country'), ('country', 'nonmuslims')]","[('status', 'jew', 'france'), ('jew', 'france', 'reflects'), ('france', 'reflects', 'growing'), ('reflects', 'growing', 'islamisation'), ('growing', 'islamisation', 'country'), ('islamisation', 'country', 'muslim'), ('country', 'muslim', 'country'), ('muslim', 'country', 'nonmuslims')]"
user17,"b'With this new law, may we assume that barbaric Islamic halal slaughter will soon be banned all over Australia? https://t.co/cdXXQZ10eq'",0,following2,new law may assume barbaric islamic halal slaughter soon banned australia,with this new law may we assume that barbaric islamic halal slaughter will soon be banned all over australia,"[('new', 'law'), ('law', 'may'), ('may', 'assume'), ('assume', 'barbaric'), ('barbaric', 'islamic'), ('islamic', 'halal'), ('halal', 'slaughter'), ('slaughter', 'soon'), ('soon', 'banned'), ('banned', 'australia')]","[('new', 'law', 'may'), ('law', 'may', 'assume'), ('may', 'assume', 'barbaric'), ('assume', 'barbaric', 'islamic'), ('barbaric', 'islamic', 'halal'), ('islamic', 'halal', 'slaughter'), ('halal', 'slaughter', 'soon'), ('slaughter', 'soon', 'banned'), ('soon', 'banned', 'australia')]"
user17,"b'Every day when I wake up I remember that today we are saving the world, one idiot at a time.'",1,following2,every day wake remember today saving world one idiot time,every day when i wake up i remember that today we are saving the world one idiot at a time,"[('every', 'day'), ('day', 'wake'), ('wake', 'remember'), ('remember', 'today'), ('today', 'saving'), ('saving', 'world'), ('world', 'one'), ('one', 'idiot'), ('idiot', 'time')]","[('every', 'day', 'wake'), ('day', 'wake', 'remember'), ('wake', 'remember', 'today'), ('remember', 'today', 'saving'), ('today', 'saving', 'world'), ('saving', 'world', 'one'), ('world', 'one', 'idiot'), ('one', 'idiot', 'time')]"
user17,"b""Khan's London, blud. No pun intended. https://t.co/HTpOd250GZ""",3,following2,khan london blud pun intended,khans london blud no pun intended,"[('khan', 'london'), ('london', 'blud'), ('blud', 'pun'), ('pun', 'intended')]","[('khan', 'london', 'blud'), ('london', 'blud', 'pun'), ('blud', 'pun', 'intended')]"
user17,b'Where in the hell does that old devil live anyway? https://t.co/poxyVNJqUh',1,following2,hell old devil live anyway,where in the hell does that old devil live anyway,"[('hell', 'old'), ('old', 'devil'), ('devil', 'live'), ('live', 'anyway')]","[('hell', 'old', 'devil'), ('old', 'devil', 'live'), ('devil', 'live', 'anyway')]"
